@relation bugset2

@attribute loc numeric
@attribute v(g) numeric
@attribute ev(g) numeric
@attribute iv(g) numeric
@attribute n numeric
@attribute v numeric
@attribute l numeric
@attribute d numeric
@attribute i numeric
@attribute e numeric
@attribute b numeric
@attribute t numeric
@attribute lOCode numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute uniq_Op numeric
@attribute uniq_Opnd numeric
@attribute total_Op numeric
@attribute total_Opnd numeric
@attribute branchCount numeric
@attribute defects {false,true}

@data
16,2,1,2,27,96.79,0.33,3,32.25,290.38,0.03,16.12,10,0,4,4,9,17,14,3,true
25,5,5,5,107,548.83,0.07,14.25,38.51,7820.87,0.18,434.49,12,16,13,15,20,69,38,9,false
31,5,1,3,87,459.83,0.18,5.7,80.67,2621.03,0.15,145.61,21,3,5,9,30,49,38,9,true
325,85,57,58,733,5147.4,0.04,24.56,209.56,126435.8,1.72,7024.21,287,17,17,19,111,446,287,169,true
17,2,1,2,30,120,0.24,4.2,28.57,504,0.04,28,12,0,2,6,10,16,14,3,false
113,19,1,10,431,2419.94,0.03,39.52,61.24,95624.29,0.81,5312.46,99,0,12,16,33,268,163,37,true
14,1,1,1,20,69.19,0.3,3.33,20.76,230.63,0.02,12.81,9,0,3,5,6,12,8,1,false
17,2,1,2,27,112.59,0.21,4.8,23.46,540.42,0.04,30.02,9,3,3,8,10,15,12,3,true
415,90,43,31,1194,8462.43,0.01,73.69,114.83,623616.04,2.82,34645.34,351,28,30,32,104,715,479,179,true
18,2,1,2,65,276.12,0.06,17.87,15.45,4935.56,0.09,274.2,15,0,1,11,8,39,26,3,false
302,3,3,3,928,6769.41,0.04,27.81,243.44,188237.9,2.26,10457.66,152,98,40,17,140,470,458,5,true
22,4,1,2,50,237.74,0.12,8.4,28.3,1997.05,0.08,110.95,18,0,2,12,15,29,21,7,false
3,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1,false
11,2,1,2,27,102.8,0.15,6.67,15.42,685.32,0.03,38.07,9,0,0,8,6,17,10,3,false
13,1,1,1,34,151.62,0.11,9.39,16.14,1423.55,0.05,79.09,10,0,3,13,9,21,13,1,false
21,4,3,4,76,338.92,0.04,26.67,12.71,9037.78,0.11,502.1,18,0,1,16,6,56,20,7,false
4,1,1,1,11,36.54,0.29,3.5,10.44,127.89,0.01,7.11,2,0,0,7,3,8,3,1,true
25,3,1,1,31,124,0.13,7.71,16.07,956.57,0.04,53.14,13,8,2,9,7,19,12,5,false
9,2,1,2,14,46.51,0.33,3,15.5,139.52,0.02,7.75,6,0,1,6,4,10,4,3,false
67,22,19,22,299,1794,0.03,29.32,61.19,52596.82,0.6,2922.05,51,0,3,20,44,170,129,43,true
55,10,1,6,128,628.08,0.06,16.79,37.41,10545.17,0.21,585.84,48,4,1,11,19,70,58,19,false
32,4,1,4,53,246.12,0.12,8.33,29.53,2051.04,0.08,113.95,19,5,6,10,15,28,25,7,false
61,2,1,2,307,1655.44,0.04,28.02,59.09,46380.9,0.55,2576.72,45,0,4,13,29,182,125,3,false
3,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,0,0,1,4,1,4,1,1,false
64,11,4,6,229,1363.51,0.03,33.45,40.77,45603.91,0.45,2533.55,51,2,9,25,37,130,99,21,false
112,31,1,1,238,1521.37,0.04,27.33,55.66,41584.16,0.51,2310.23,77,0,31,48,36,197,41,32,true
12,4,1,1,40,183.4,0.13,8,22.92,1467.19,0.06,81.51,8,0,2,12,12,24,16,7,true
8,2,1,2,13,43.19,0.17,5.83,7.4,251.91,0.01,14,6,0,2,7,3,8,5,3,false
25,5,5,4,51,227.43,0.09,10.8,21.06,2456.25,0.08,136.46,19,2,2,12,10,33,18,9,false
10,2,1,2,37,157.17,0.11,8.94,17.59,1404.74,0.05,78.04,7,0,1,11,8,24,13,3,false
4,1,1,1,11,34.87,0.4,2.5,13.95,87.17,0.01,4.84,2,0,0,5,4,7,4,1,false
17,1,1,1,39,181.11,0.15,6.68,27.12,1209.56,0.06,67.2,10,0,3,11,14,22,17,1,true
144,12,5,10,492,3092.42,0.03,33.65,91.89,104067.72,1.03,5781.54,112,6,11,19,59,283,209,23,false
6,1,1,1,13,39,0.33,3,13,117,0.01,6.5,4,0,0,4,4,7,6,1,false
38,8,1,3,145,673.36,0.05,20.53,32.8,13824.9,0.22,768.05,29,0,7,9,16,72,73,15,true
34,5,1,1,78,370.88,0.07,14.39,25.77,5338.04,0.12,296.56,27,0,5,13,14,47,31,7,false
7,1,1,1,12,41.51,0.29,3.5,11.86,145.3,0.01,8.07,4,0,0,7,4,8,4,1,false
29,3,1,3,68,333.67,0.13,7.75,43.05,2585.93,0.11,143.66,22,1,4,10,20,37,31,5,false
11,1,1,1,34,129.44,0.17,6,21.58,776.7,0.04,43.15,8,0,1,7,7,22,12,1,false
5,1,1,1,14,50.19,0.24,4.2,11.95,210.8,0.02,11.71,3,0,0,7,5,8,6,1,false
27,3,1,3,61,299.32,0.09,10.94,27.37,3273.82,0.1,181.88,20,0,2,14,16,36,25,4,false
14,3,1,3,40,180.94,0.09,11.7,15.47,2117.03,0.06,117.61,11,0,1,13,10,22,18,5,true
17,5,1,1,58,254.75,0.05,19.5,13.06,4967.71,0.08,275.98,12,1,2,13,8,34,24,9,false
27,4,1,3,75,360.55,0.09,11.7,30.82,4218.45,0.12,234.36,0,3,9,13,15,48,27,7,false
22,4,1,3,49,191.44,0.08,12.57,15.23,2406.64,0.06,133.7,15,0,4,8,7,27,22,7,false
6,1,1,1,25,83.05,0.11,9,9.23,747.43,0.03,41.52,5,1,0,6,4,13,12,1,false
21,3,1,3,52,241.48,0.09,10.82,22.32,2612.38,0.08,145.13,15,0,4,14,11,35,17,5,true
47,2,1,2,51,250.25,0.07,13.71,18.25,3432.02,0.08,190.67,16,21,4,16,14,27,24,3,false
23,4,3,2,56,282.49,0.07,14.93,18.92,4217.11,0.09,234.28,16,0,3,19,14,34,22,7,false
23,3,1,1,105,481.42,0.08,13,37.03,6258.47,0.16,347.69,19,1,1,8,16,53,52,5,false
256,43,12,26,575,3876.34,0.03,35.31,109.78,136868.43,1.29,7603.8,159,60,34,26,81,355,220,85,true
36,10,1,10,163,919.95,0.06,16.47,55.85,15152.09,0.31,841.78,34,0,0,16,34,93,70,11,false
70,13,4,12,291,1795.45,0.03,33.41,53.74,59984.29,0.6,3332.46,56,2,4,28,44,186,105,31,true
14,4,1,2,46,205.13,0.08,13.2,15.54,2707.77,0.07,150.43,9,0,3,12,10,24,22,7,false
36,7,1,3,81,408.6,0.06,16.47,24.81,6729.82,0.14,373.88,27,1,5,16,17,46,35,13,false
5,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,1,5,2,5,2,1,true
63,2,1,2,319,1697.7,0.03,29.02,58.51,49262.43,0.57,2736.8,55,0,6,11,29,166,153,3,false
40,8,7,4,115,599.09,0.04,22.69,26.4,13595.95,0.2,755.33,28,2,8,19,18,72,43,15,false
16,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,2,8,5,17,8,3,false
6,1,1,1,28,121.01,0.2,5,24.2,605.07,0.04,33.61,3,3,3,10,10,18,10,1,false
14,2,1,2,53,236.35,0.1,9.58,24.66,2265.02,0.08,125.83,10,0,2,10,12,30,23,3,false
106,13,1,11,421,2739.78,0.04,27.04,101.31,74089.87,0.91,4116.1,0,14,51,20,71,229,192,25,false
37,10,9,3,122,625.77,0.05,21.47,29.14,13437.64,0.21,746.54,24,12,1,16,19,71,51,19,true
14,4,1,3,48,172.08,0.06,18,9.56,3097.41,0.06,172.08,10,0,2,8,4,30,18,7,false
28,4,1,2,69,338.58,0.06,16.35,20.71,5534.41,0.11,307.47,20,0,6,17,13,44,25,7,true
27,4,1,4,74,382.57,0.09,11.2,34.16,4284.83,0.13,238.05,22,0,2,16,20,46,28,7,false
72,5,1,3,264,1589.91,0.07,13.7,116.07,21778.7,0.53,1209.93,49,2,19,12,53,143,121,9,false
19,2,1,2,55,269.88,0.14,7.33,36.8,1979.11,0.09,109.95,14,0,1,12,18,33,22,3,false
6,2,1,1,15,53.77,0.4,2.5,21.51,134.44,0.02,7.47,2,0,2,5,7,8,7,3,true
16,1,1,1,71,358.15,0.13,8,44.77,2865.22,0.12,159.18,11,0,3,11,22,39,32,1,false
13,5,1,5,22,81.41,0.24,4.08,19.94,332.42,0.03,18.47,8,0,3,7,6,15,7,9,false
13,2,1,2,24,96,0.12,8.33,11.52,800,0.03,44.44,8,0,2,10,6,14,10,3,false
27,5,4,4,86,466.66,0.09,11.26,41.45,5254.23,0.16,291.9,22,0,3,16,27,48,38,9,false
9,1,1,1,41,177.2,0.09,11.61,15.26,2057.48,0.06,114.3,6,0,1,11,9,22,19,1,false
31,1,1,1,120,509.75,0.05,20.25,25.17,10322.46,0.17,573.47,24,0,5,9,10,75,45,1,false
40,5,4,5,191,1128.22,0.07,13.54,83.3,15279.97,0.38,848.89,32,5,3,14,46,102,89,9,true
43,3,1,3,83,380.55,0.12,8.25,46.13,3139.55,0.13,174.42,24,4,8,8,16,50,33,5,true
8,1,1,1,24,98.1,0.29,3.5,28.03,343.35,0.03,19.07,6,0,0,7,10,14,10,1,false
13,1,1,1,27,108,0.2,5,21.6,540,0.04,30,7,0,1,8,8,17,10,1,false
15,3,1,2,32,138.3,0.15,6.5,21.28,898.96,0.05,49.94,12,0,1,10,10,19,13,5,false
269,75,63,42,1119,7977.67,0.01,99,80.58,789789.1,2.66,43877.17,226,19,17,45,95,701,418,144,true
33,3,1,3,92,432.44,0.16,6.3,68.64,2724.37,0.14,151.35,29,0,2,6,20,50,42,5,false
77,10,1,10,269,1459.67,0.03,30.81,47.37,44979.31,0.49,2498.85,48,19,8,16,27,165,104,19,true
20,3,1,3,36,155.59,0.15,6.72,23.15,1045.91,0.05,58.11,14,0,4,11,9,25,11,5,true
24,4,1,4,49,204.33,0.11,8.8,23.22,1798.07,0.07,99.89,21,0,1,8,10,27,22,7,false
5,1,1,1,10,28.07,0.27,3.75,7.49,105.28,0.01,5.85,3,0,0,5,2,7,3,1,true
32,2,1,2,154,835.64,0.14,6.97,119.9,5824.19,0.28,323.57,25,0,2,10,33,108,46,3,false
4,1,1,1,7,19.65,0.33,3,6.55,58.95,0.01,3.28,2,0,0,6,1,6,1,1,false
5,1,1,1,29,103.96,0.29,3.5,29.7,363.87,0.03,20.22,3,0,0,4,8,15,14,1,false
6,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,6.09,3,0,1,6,4,7,4,1,false
42,4,1,3,78,393.46,0.08,12.53,31.41,4928.64,0.13,273.81,23,5,9,14,19,44,34,7,true
47,13,10,10,231,1303.73,0.03,36.93,35.3,48144.92,0.43,2674.72,40,0,5,22,28,137,94,25,true
12,2,1,2,37,167.37,0.21,4.82,34.71,806.97,0.06,44.83,4,3,3,9,14,22,15,3,false
202,70,1,10,878,5434.67,0.02,48.12,112.95,261494.78,1.81,14527.49,150,8,42,17,56,561,317,139,true
12,2,1,1,16,59.21,0.24,4.08,14.5,241.76,0.02,13.43,7,0,3,7,6,9,7,3,true
126,32,31,5,337,1948.32,0.02,59.62,32.68,116160.08,0.65,6453.34,115,1,6,26,29,204,133,63,true
7,1,1,1,13,44.97,0.19,5.33,8.43,239.85,0.01,13.33,4,0,1,8,3,9,4,1,false
31,10,9,7,76,357.23,0.08,12.1,29.52,4322.52,0.12,240.14,24,0,5,11,15,43,33,19,false
17,2,1,2,103,505.41,0.11,9.27,54.5,4686.53,0.17,260.36,1,0,1,8,22,52,51,3,false
8,4,3,2,22,89.92,0.18,5.71,15.74,513.85,0.03,28.55,6,0,0,10,7,14,8,7,false
42,3,1,2,54,247.59,0.08,12.6,19.65,3119.61,0.08,173.31,22,11,3,14,10,36,18,5,true
48,6,5,4,279,1758.75,0.04,24.77,71.01,43561.75,0.59,2420.1,25,13,40,25,54,172,107,11,false
51,9,8,5,104,520,0.05,20.4,25.49,10608,0.17,589.33,27,15,6,17,15,68,36,17,true
7,1,1,1,34,138.97,0.28,3.54,39.24,492.2,0.05,27.34,5,0,0,5,12,17,17,1,false
91,9,1,9,368,2021,0.02,48.13,41.99,97260.72,0.67,5403.37,66,0,19,21,24,258,110,14,false
23,4,4,2,49,224.66,0.11,9.45,23.76,2124.09,0.07,118,14,0,5,13,11,33,16,7,true
23,4,3,3,31,133.98,0.14,7.33,18.27,982.52,0.04,54.58,10,8,2,11,9,19,12,7,false
9,1,1,1,42,178.41,0.13,7.78,22.94,1387.66,0.06,77.09,6,0,1,10,9,28,14,1,false
114,7,4,5,204,1092.94,0.03,30.52,35.81,33358.44,0.36,1853.25,57,23,31,18,23,126,78,13,false
67,15,8,9,191,1029.93,0.04,24.31,42.37,25035.29,0.34,1390.85,39,12,14,16,26,112,79,29,false
11,1,1,1,28,112,0.12,8.33,13.44,933.33,0.04,51.85,6,0,3,10,6,18,10,1,true
7,2,1,1,14,46.51,0.22,4.5,10.33,209.28,0.02,11.63,5,0,0,6,4,8,6,3,false
131,20,7,12,340,2155.55,0.04,22.95,93.92,49471.62,0.72,2748.42,91,20,12,20,61,200,140,39,false
14,3,3,1,26,108.42,0.1,10,10.84,1084.18,0.04,60.23,10,0,2,12,6,16,10,5,false
28,3,3,1,90,450,0.06,18.13,24.82,8160,0.15,453.33,16,1,6,17,15,58,32,5,false
91,26,1,2,223,1447.68,0.04,25.5,56.77,36915.92,0.48,2050.88,85,0,3,34,56,139,84,27,true
6,1,1,1,12,39.86,0.4,2.5,15.95,99.66,0.01,5.54,3,0,1,5,5,7,5,1,false
51,11,8,7,101,500.37,0.06,15.47,32.35,7740.16,0.17,430.01,46,0,3,15,16,68,33,21,false
13,2,1,1,20,78.14,0.22,4.5,17.36,351.62,0.03,19.53,9,0,1,9,6,14,6,3,false
14,2,1,2,41,185.47,0.12,8.18,22.67,1517.45,0.06,84.3,9,0,2,12,11,26,15,3,false
26,3,1,3,68,326.9,0.09,11,29.72,3595.9,0.11,199.77,21,0,1,14,14,46,22,5,true
15,10,10,2,86,417.79,0.04,22.8,18.32,9525.53,0.14,529.2,9,0,3,19,10,62,24,19,true
18,2,1,2,34,149.34,0.27,3.75,39.82,560.02,0.05,31.11,8,6,2,7,14,19,15,3,false
15,3,1,3,52,260,0.14,7.18,36.19,1867.89,0.09,103.77,2,24,16,13,19,31,21,5,false
29,5,1,2,100,535.76,0.04,24.89,21.52,13337.48,0.18,740.97,17,5,4,22,19,57,43,9,true
105,123,122,82,943,6075.7,0.03,38.08,159.53,231389.88,2.02,12854.99,97,1,5,16,71,605,338,245,true
13,3,1,1,30,117.21,0.13,7.43,15.78,870.68,0.04,48.37,10,0,1,8,7,17,13,5,false
8,2,1,2,17,64.73,0.29,3.5,18.49,226.54,0.02,12.59,6,0,0,7,7,10,7,3,true
51,8,1,6,112,520.11,0.05,18.92,27.49,9842.12,0.17,546.78,47,0,2,12,13,71,41,15,false
27,4,1,3,99,447.83,0.05,21.27,21.05,9526.62,0.15,529.26,23,0,1,12,11,60,39,7,false
9,1,1,1,49,230.32,0.14,7.19,32.04,1655.44,0.08,91.97,8,0,1,10,16,26,23,1,false
100,11,1,7,277,1636.21,0.04,28.25,57.92,46222.9,0.55,2567.94,64,17,17,20,40,164,113,21,true
7,2,1,2,9,25.27,0.17,6,4.21,151.6,0.01,8.42,5,0,0,6,1,7,2,3,false
18,4,4,2,63,302.86,0.06,17.77,17.04,5382.71,0.1,299.04,15,0,1,17,11,40,23,7,false
54,6,5,4,139,754.25,0.06,17.64,42.76,13304.98,0.25,739.17,41,5,3,18,25,90,49,11,false
15,3,3,3,27,114.69,0.15,6.87,16.68,788.52,0.04,43.81,7,0,6,11,8,17,10,5,false
7,1,1,1,25,95.18,0.24,4.13,23.07,392.63,0.03,21.81,4,0,0,6,8,14,11,1,false
35,2,1,2,98,514.29,0.16,6.27,82.07,3222.93,0.17,179.05,18,5,9,8,30,51,47,3,false
133,21,9,12,408,2586.66,0.04,27.7,93.36,71663.17,0.86,3981.29,98,7,20,20,61,239,169,41,true
25,1,1,1,29,103.96,0.5,2,51.98,207.93,0.03,11.55,9,7,7,3,9,17,12,1,false
43,5,1,4,118,632.19,0.06,16.65,37.98,10523.35,0.21,584.63,28,6,6,17,24,71,47,9,true
32,7,5,6,93,498.25,0.07,14.87,33.51,7408.8,0.17,411.6,23,0,6,18,23,55,38,13,true
15,3,1,3,42,178.41,0.13,7.78,22.94,1387.66,0.06,77.09,11,0,2,10,9,28,14,5,false
69,8,5,4,218,1282.42,0.04,26.8,47.85,34372.13,0.43,1909.56,54,4,9,21,38,121,97,15,false
12,4,4,1,30,117.21,0.13,7.5,15.63,879.05,0.04,48.84,8,0,2,9,6,20,10,7,false
51,9,1,6,106,552.2,0.04,22.94,24.07,12668.16,0.18,703.79,33,9,7,20,17,67,39,17,false
28,2,1,2,68,311.78,0.16,6.38,48.85,1989.87,0.1,110.55,16,6,3,7,17,37,31,3,true
16,2,1,2,77,409.79,0.12,8.67,47.28,3551.5,0.14,197.31,14,0,2,13,27,41,36,3,false
90,4,1,2,435,2692.57,0.04,27.55,97.74,74172.78,0.9,4120.71,46,22,18,20,53,289,146,7,false
22,3,1,3,229,1335.73,0.04,25.08,53.25,33504.61,0.45,1861.37,1,4,5,21,36,143,86,5,false
19,2,1,2,94,470,0.07,14.12,33.29,6635.29,0.16,368.63,13,0,4,15,17,62,32,3,false
11,2,1,2,21,77.71,0.13,7.88,9.87,611.96,0.03,34,6,2,1,9,4,14,7,3,false
54,4,1,4,188,1032.47,0.06,17.61,58.62,18184.77,0.34,1010.26,40,4,7,14,31,110,78,7,false
19,5,3,4,32,135.93,0.15,6.67,20.39,906.22,0.05,50.35,14,0,3,10,9,20,12,9,false
17,4,3,2,45,211.52,0.1,9.92,21.33,2097.57,0.07,116.53,13,0,2,14,12,28,17,7,false
20,2,1,2,39,168.56,0.21,4.85,34.78,816.84,0.06,45.38,14,0,4,7,13,21,18,3,false
22,3,1,3,74,334.74,0.07,13.65,24.52,4569.25,0.11,253.85,17,0,2,13,10,53,21,4,true
128,22,16,12,399,2445.58,0.02,47.27,51.73,115609.42,0.82,6422.75,95,10,16,26,46,247,164,43,true
25,5,4,4,86,466.66,0.09,11.26,41.45,5254.23,0.16,291.9,21,0,2,16,27,48,38,9,false
20,2,1,2,46,213.62,0.13,7.86,27.19,1678.42,0.07,93.25,13,0,4,11,14,26,20,3,false
91,11,11,9,245,1453.03,0.05,21.71,66.92,31551.52,0.48,1752.86,61,13,15,19,42,149,96,21,true
77,15,11,15,273,1656.04,0.06,18.04,91.8,29873.71,0.55,1659.65,62,4,9,16,51,158,115,29,true
18,2,1,2,27,108,0.22,4.5,24,486,0.04,27,10,2,4,8,8,18,9,3,false
5,1,1,1,10,33.22,0.29,3.5,9.49,116.27,0.01,6.46,3,0,0,7,3,7,3,1,false
411,4,1,2,2080,15210.8,0.02,56.51,269.18,859517.12,5.07,47750.95,349,5,55,17,142,1136,944,7,true
14,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,3,0,5,4,12,6,1,false
26,3,1,2,73,350.94,0.06,16.67,21.06,5848.95,0.12,324.94,17,4,3,16,12,48,25,5,true
19,6,6,2,58,281.76,0.03,31.43,8.97,8855.41,0.09,491.97,12,0,3,22,7,38,20,11,false
7,1,1,1,26,89.95,0.14,7,12.85,629.62,0.03,34.98,5,0,0,7,4,18,8,1,true
7,1,1,1,14,46.51,0.17,5.83,7.97,271.29,0.02,15.07,4,0,1,7,3,9,5,1,false
32,4,1,4,63,306.05,0.06,17,18,5202.9,0.1,289.05,24,1,4,17,12,39,24,7,false
20,4,1,1,78,362.22,0.09,11.67,31.05,4225.91,0.12,234.77,14,0,4,10,15,43,35,7,false
52,3,1,3,135,745.68,0.07,14.52,51.37,10824.4,0.25,601.36,30,10,9,15,31,75,60,5,false
153,28,7,16,411,2598.31,0.02,42.37,61.32,110091.46,0.87,6116.19,119,11,17,26,54,235,176,55,false
16,4,1,4,42,181.52,0.13,8,22.69,1452.17,0.06,80.68,14,0,0,10,10,26,16,5,false
95,16,9,16,254,1506.41,0.04,27.64,54.5,41638.64,0.5,2313.26,82,0,10,22,39,156,98,31,true
30,5,1,1,51,236.84,0.09,10.62,22.31,2514.11,0.08,139.67,23,0,5,12,13,28,23,9,false
17,4,3,2,33,144.95,0.07,14,10.35,2029.25,0.05,112.74,13,1,1,14,7,19,14,7,false
31,6,4,5,100,508.75,0.07,15,33.92,7631.19,0.17,423.96,25,0,4,15,19,62,38,11,false
23,3,1,3,63,309.13,0.12,8.1,38.14,2505.61,0.1,139.2,17,0,1,11,19,35,28,5,false
55,6,1,6,153,757.99,0.04,26.35,28.76,19975.32,0.25,1109.74,38,9,6,14,17,89,64,11,true
36,5,1,4,95,475,0.07,13.34,35.6,6337.5,0.16,352.08,30,0,1,13,19,56,39,9,false
17,4,1,2,69,320.43,0.11,9.33,34.33,2990.64,0.11,166.15,18,1,0,7,12,25,20,7,false
48,9,4,7,161,878.97,0.05,21.09,41.67,18539.72,0.29,1029.98,35,0,11,17,27,94,67,17,false
24,3,1,3,48,220.08,0.11,8.86,24.83,1950.69,0.07,108.37,16,0,6,13,11,33,15,5,false
8,5,5,1,37,140.87,0.11,9.33,15.09,1314.81,0.05,73.04,6,0,0,8,6,23,14,9,false
93,9,7,5,195,1044.72,0.03,30.95,33.75,32336.65,0.35,1796.48,44,16,27,20,21,130,65,17,false
213,64,49,25,783,4846.63,0.01,69.31,69.93,335901.31,1.62,18661.18,179,11,19,24,49,500,283,127,false
14,2,1,2,26,98.99,0.11,9,11,890.92,0.03,49.5,7,0,0,9,5,16,10,3,false
65,10,6,4,160,873.51,0.05,21.72,40.21,18974.56,0.29,1054.14,46,10,6,17,27,91,69,19,true
52,13,12,13,209,1179.57,0.03,32.61,36.18,38462.28,0.39,2136.79,44,1,5,22,28,128,83,25,false
19,3,1,3,58,284.6,0.08,12,23.72,3415.2,0.09,189.73,12,0,5,16,14,37,21,5,true
10,1,1,1,8,24,0.4,2.5,9.6,60,0.01,3.33,4,0,1,5,3,5,3,1,false
11,1,1,1,27,102.8,0.22,4.5,22.84,462.59,0.03,25.7,8,0,1,6,8,15,12,1,false
68,4,3,4,137,792.05,0.1,9.9,79.97,7845.03,0.26,435.83,38,15,13,13,42,73,64,7,true
55,7,3,5,168,927.96,0.06,17.6,52.72,16332.07,0.31,907.34,40,4,5,16,30,102,66,13,false
111,12,9,7,359,2162.03,0.02,49.03,44.1,105996.37,0.72,5888.69,84,13,9,27,38,221,138,22,true
144,13,4,11,568,3445.54,0.02,61.01,56.47,210218.88,1.15,11678.83,91,26,18,25,42,363,205,25,false
36,6,4,5,104,557.19,0.08,12.98,42.92,7232.7,0.19,401.82,24,5,5,15,26,59,45,11,false
84,8,5,5,205,1195.74,0.04,27.06,44.19,32355.38,0.4,1797.52,54,14,11,23,34,125,80,14,true
7,1,1,1,21,79.95,0.27,3.75,21.32,299.83,0.03,16.66,5,0,0,6,8,11,10,1,false
34,3,1,3,53,249.12,0.07,13.64,18.27,3397.14,0.08,188.73,19,7,5,15,11,33,20,5,false
26,3,1,2,73,350.94,0.06,16.67,21.06,5848.95,0.12,324.94,17,4,3,16,12,48,25,5,false
8,1,1,1,11,30.88,0.38,2.67,11.58,82.35,0.01,4.57,0,0,3,4,3,7,4,1,false
10,1,1,1,18,68.53,0.21,4.67,14.69,319.82,0.02,17.77,6,0,0,8,6,11,7,1,false
16,5,5,1,47,203.13,0.05,18.67,10.88,3791.77,0.07,210.65,12,0,2,14,6,31,16,9,false
172,22,14,19,507,3167.7,0.02,44.2,71.66,140024.04,1.06,7779.11,121,10,16,22,54,290,217,43,true
17,3,1,3,29,110.41,0.22,4.5,24.54,496.86,0.04,27.6,14,0,1,7,7,20,9,5,false
21,5,4,2,70,343.48,0.04,23.32,14.73,8009.38,0.11,444.97,18,0,1,19,11,43,27,9,false
13,4,4,1,33,147.16,0.12,8.67,16.98,1275.4,0.05,70.86,9,0,2,13,9,21,12,7,false
22,2,1,2,36,144,0.21,4.67,30.86,672,0.05,37.33,14,3,2,7,9,24,12,3,false
41,6,1,4,153,863.51,0.07,13.53,63.84,11680.72,0.29,648.93,32,1,6,13,37,76,77,11,true
26,4,3,3,63,299.56,0.1,9.75,30.72,2920.69,0.1,162.26,20,1,0,13,14,42,21,7,false
85,11,1,11,300,1710.13,0.04,23.67,72.26,40473.12,0.57,2248.51,57,6,17,13,39,158,142,21,false
78,13,4,6,347,2006.13,0.02,54.63,36.73,109584.95,0.67,6088.05,51,16,9,23,32,195,152,25,true
44,5,1,5,147,787.56,0.07,14.48,54.38,11406.04,0.26,633.67,33,2,7,12,29,77,70,9,false
83,7,1,6,224,1312.19,0.06,16.55,79.31,21710.74,0.44,1206.15,61,5,12,14,44,120,104,13,false
13,4,1,3,42,178.41,0.14,7.2,24.78,1284.57,0.06,71.37,8,0,3,9,10,26,16,7,false
61,12,10,6,219,1333.15,0.06,17.84,74.74,23779.12,0.44,1321.06,49,3,9,19,49,127,92,23,false
7,1,1,1,8,22.46,0.5,2,11.23,44.92,0.01,2.5,4,0,0,4,3,5,3,1,false
45,4,1,3,119,628.96,0.05,21.86,28.78,13747.33,0.21,763.74,31,9,5,18,21,68,51,7,false
79,18,12,8,269,1607.89,0.03,31.34,51.31,50387.2,0.54,2799.29,59,5,12,23,40,160,109,35,false
7,1,1,1,13,39,0.33,3,13,117,0.01,6.5,0,0,0,4,4,7,6,1,false
43,9,7,3,123,630.9,0.03,29.69,21.25,18729.9,0.21,1040.55,38,0,2,19,16,73,50,17,false
23,3,1,3,55,241.58,0.1,9.9,24.4,2391.62,0.08,132.87,18,2,1,11,10,37,18,5,false
32,4,1,4,73,368.24,0.12,8.25,44.64,3037.99,0.12,168.78,24,1,3,11,22,40,33,7,false
47,5,4,4,59,273.99,0.07,13.36,20.5,3661.47,0.09,203.41,19,3,5,16,23,69,49,5,false
282,1,1,1,885,6214.8,0.04,25.7,241.86,159693.22,2.07,8871.85,164,67,49,15,115,491,394,1,false
24,3,1,3,79,371.33,0.11,9.26,40.08,3440.31,0.12,191.13,18,0,1,9,17,44,35,5,false
23,2,1,2,44,199.04,0.15,6.54,30.44,1301.39,0.07,72.3,19,0,0,10,13,27,17,3,false
42,7,6,2,113,565,0.05,21.5,26.28,12147.5,0.19,674.86,35,0,4,16,16,70,43,13,false
206,12,3,7,869,5445.84,0.01,87.48,62.25,476401.86,1.82,26466.77,143,10,46,27,50,545,324,23,false
40,11,1,7,157,817.88,0.03,39.38,20.77,32204.19,0.27,1789.12,30,2,6,21,16,97,60,21,false
6,1,1,1,13,39,0.24,4.17,9.36,162.5,0.01,9.03,3,0,0,5,3,8,5,1,false
55,2,1,2,187,908.44,0.05,21.15,42.95,19213.56,0.3,1067.42,36,0,13,9,20,93,94,3,false
4,1,1,1,8,24,0.33,3,8,72,0.01,4,2,0,0,6,2,6,2,1,false
8,2,1,1,22,88,0.15,6.67,13.2,586.67,0.03,32.59,4,0,2,10,6,14,8,3,false
27,9,1,5,139,682.06,0.04,22.67,30.09,15459.98,0.23,858.89,24,0,1,12,18,71,68,17,false
14,1,1,1,33,134.89,0.24,4.2,32.11,566.52,0.04,31.47,10,0,0,7,10,21,12,1,true
70,6,1,4,175,955.4,0.05,20,47.77,19108.01,0.32,1061.56,52,3,9,16,28,105,70,11,false
44,3,1,1,180,1010.65,0.08,12.88,78.46,13018.74,0.34,723.26,38,0,4,11,38,91,89,5,false
32,6,1,4,58,250.67,0.09,10.64,23.57,2666.24,0.08,148.12,21,8,1,9,11,32,26,11,false
51,5,4,4,98,498.57,0.08,12.6,39.57,6282,0.17,349,27,17,4,14,20,62,36,9,false
