@relation bugset3

@attribute loc numeric
@attribute v(g) numeric
@attribute ev(g) numeric
@attribute iv(g) numeric
@attribute n numeric
@attribute v numeric
@attribute l numeric
@attribute d numeric
@attribute i numeric
@attribute e numeric
@attribute b numeric
@attribute T numeric
@attribute lOCode numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute uniq_Op numeric
@attribute uniq_Opnd numeric
@attribute total_Op numeric
@attribute total_Opnd numeric
@attribute branchCount numeric
@attribute defect {false,true}

@data
19,2,1,2,41,177.2,0.14,7,25.31,1240.39,0.06,68.91,17,0,0,10,10,27,14,3,false
23,4,1,4,55,255.41,0.13,7.46,34.22,1906.47,0.09,105.91,20,0,1,11,14,36,19,7,false
77,19,12,19,231,1245.63,0.03,29.25,42.59,36434.54,0.42,2024.14,61,7,7,18,24,153,78,37,true
591,87,34,61,1886,14068.49,0.02,64.05,219.66,901039.76,4.69,50057.76,443,40,92,26,150,1147,739,173,true
9,1,1,1,40,172.88,0.17,6,28.81,1037.26,0.06,57.63,6,0,1,8,12,22,18,1,false
51,11,1,2,99,515.74,0.07,14.78,34.9,7621.43,0.17,423.41,36,0,11,19,18,71,28,12,false
40,12,12,12,146,806.44,0.06,17.29,46.63,13945.85,0.27,774.77,36,0,2,17,29,87,59,23,false
24,5,1,4,58,262.37,0.1,10,26.24,2623.67,0.09,145.76,19,0,3,10,13,32,26,9,false
8,1,1,1,31,114.71,0.3,3.33,34.41,382.38,0.04,21.24,6,0,0,4,9,16,15,1,true
79,18,1,8,296,1703.45,0.02,49.71,34.27,84677.79,0.57,4704.32,66,9,4,23,31,162,134,35,false
26,3,1,3,67,298.78,0.12,8.65,34.53,2585.61,0.1,143.65,21,0,3,9,13,42,25,5,false
8,2,1,1,20,74.01,0.19,5.25,14.1,388.55,0.02,21.59,5,0,0,7,6,11,9,3,true
12,2,1,2,65,280.93,0.1,10.33,27.19,2902.9,0.09,161.27,12,0,0,8,12,34,31,3,false
113,22,16,11,673,4896.83,0.03,33.73,145.17,165181.32,1.63,9176.74,104,1,6,28,127,367,306,43,false
4,1,1,1,9,28.53,0.29,3.5,8.15,99.85,0.01,5.55,2,0,0,7,2,7,2,1,false
33,5,1,2,54,253.82,0.09,11.5,22.07,2918.97,0.08,162.17,21,4,5,13,13,32,23,9,false
12,1,1,1,24,86.04,0.36,2.75,31.29,236.61,0.03,13.14,7,2,1,4,8,13,11,1,false
71,11,1,6,171,897.4,0.04,24.36,36.83,21863.82,0.3,1214.66,58,0,11,16,22,104,67,21,false
25,3,1,3,93,477.02,0.08,12.7,37.55,6060.36,0.16,336.69,18,0,4,13,22,50,43,5,false
14,1,1,1,34,144.43,0.14,7.22,20,1043.09,0.05,57.95,7,0,3,10,9,21,13,1,true
63,6,1,2,287,1740.97,0.03,32.67,53.29,56878.2,0.58,3159.9,44,7,9,23,44,162,125,11,false
16,3,1,2,70,353.11,0.13,7.71,45.77,2723.97,0.12,151.33,2,18,10,12,21,43,27,5,false
12,2,1,2,37,154.29,0.1,10,15.43,1542.87,0.05,85.72,10,0,0,12,6,27,10,3,false
9,1,1,1,5,11.61,2,0.5,23.22,5.8,0,0.32,6,0,0,1,4,1,4,1,false
45,3,1,3,83,403.21,0.08,12.19,33.08,4914.15,0.13,273.01,25,11,7,13,16,53,30,5,true
4,1,1,1,2,2,2,0.5,4,1,0,0.06,3,0,0,1,1,1,1,1,false
49,7,1,6,110,554.88,0.08,12.17,45.58,6755.1,0.18,375.28,44,0,3,10,23,54,56,13,true
38,5,1,4,88,418.43,0.06,17.77,23.55,7435.18,0.14,413.07,22,7,7,14,13,55,33,9,false
28,4,1,4,93,501.49,0.1,10.46,47.94,5246.31,0.17,291.46,17,3,6,16,26,59,34,7,false
14,5,1,3,41,185.47,0.07,15,12.36,2781.99,0.06,154.56,4,5,9,15,8,25,16,8,false
11,2,1,2,27,99.91,0.11,8.8,11.35,879.22,0.03,48.85,9,0,0,8,5,16,11,3,false
8,1,1,1,28,112,0.34,2.95,37.91,330.91,0.04,18.38,6,0,0,5,11,15,13,1,true
23,5,3,5,101,518.05,0.05,20.12,25.75,10422.1,0.17,579.01,17,0,4,18,17,63,38,9,false
50,10,3,4,108,540,0.04,23.5,22.98,12690,0.18,705,29,11,5,16,16,61,47,19,false
39,10,10,9,184,1022.04,0.04,22.73,44.96,23233.26,0.34,1290.74,35,0,2,19,28,117,67,19,false
23,9,5,3,121,620.64,0.03,32.65,19.01,20267.88,0.21,1125.99,19,0,2,19,16,66,55,17,false
23,4,4,2,67,328.76,0.05,18.75,17.53,6164.28,0.11,342.46,18,0,3,18,12,42,25,7,false
57,7,5,3,172,970.74,0.03,36.5,26.6,35432.13,0.32,1968.45,40,6,8,25,25,99,73,13,true
2,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,0,0,0,5,1,5,1,1,true
11,2,1,2,26,110.45,0.15,6.86,16.11,757.34,0.04,42.07,9,0,0,12,7,18,8,3,false
137,23,1,19,311,2018.97,0.03,33.1,60.99,66834.75,0.67,3713.04,102,0,33,32,58,191,120,32,false
22,3,1,3,59,277.33,0.1,10.5,26.41,2911.92,0.09,161.77,10,4,4,13,13,38,21,5,false
25,1,1,1,124,655.39,0.11,8.79,74.53,5762.91,0.22,320.16,17,0,4,10,29,73,51,1,false
9,1,1,1,29,116,0.2,5.06,22.95,586.44,0.04,32.58,6,0,1,7,9,16,13,1,false
93,20,16,15,362,2268.58,0.04,25.69,88.31,58274.06,0.76,3237.45,76,4,10,21,56,225,137,39,true
24,3,1,3,60,294.41,0.13,7.67,38.4,2257.17,0.1,125.4,20,0,2,12,18,37,23,5,false
193,36,30,13,1140,8465.94,0.02,46.3,182.84,391984.7,2.82,21776.93,157,27,9,26,146,620,520,71,true
85,24,6,16,465,2650.7,0.01,84,31.56,222659.18,0.88,12369.95,62,4,14,26,26,297,168,47,false
14,1,1,1,26,104,0.17,5.79,17.98,601.71,0.03,33.43,9,1,2,9,7,17,9,1,false
8,1,1,1,15,53.77,0.24,4.2,12.8,225.85,0.02,12.55,4,0,2,7,5,9,6,1,false
26,6,6,3,45,197.65,0.1,10,19.77,1976.54,0.07,109.81,19,0,4,12,9,30,15,11,false
13,1,1,1,12,33.69,0.5,2,16.84,67.38,0.01,3.74,11,0,0,2,5,2,10,1,false
23,3,1,3,96,461.51,0.11,9,51.28,4153.55,0.15,230.75,17,0,4,8,20,51,45,5,true
9,1,1,1,19,60.23,0.67,1.5,40.15,90.34,0.02,5.02,7,0,0,3,6,13,6,1,false
86,16,7,4,215,1173.78,0.03,37.5,31.3,44016.67,0.39,2445.37,61,14,9,22,22,140,75,31,false
13,2,1,2,37,165,0.14,7,23.57,1154.99,0.05,64.17,8,0,2,11,11,23,14,3,false
37,4,1,4,78,393.46,0.08,12.92,30.46,5082.23,0.13,282.35,23,8,4,15,18,47,31,7,false
19,5,5,2,32,142.7,0.1,9.63,14.83,1373.5,0.05,76.31,10,5,2,14,8,21,11,9,true
124,18,10,5,429,2719.8,0.02,50.75,53.59,138029.63,0.91,7668.31,109,6,7,29,52,247,182,35,true
141,3,1,3,498,2467.19,0.02,65.05,37.93,160497.19,0.82,8916.51,103,6,30,12,19,292,206,5,false
148,19,12,14,396,2551.41,0.03,37.49,68.05,95656.09,0.85,5314.23,116,11,19,28,59,238,158,37,false
17,3,3,2,40,185.75,0.1,9.55,19.46,1773.11,0.06,98.51,9,3,3,14,11,25,15,5,false
64,4,1,4,138,744.14,0.09,10.82,68.76,8053.51,0.25,447.42,45,12,5,11,31,77,61,7,true
250,19,1,14,955,6020.11,0.01,71.06,84.71,427818.05,2,23767.67,139,60,49,25,54,648,307,37,false
28,9,8,3,125,669.69,0.03,30.35,22.06,20327.18,0.22,1129.29,23,0,3,24,17,82,43,17,true
29,3,1,2,58,278.83,0.05,18.9,14.75,5269.82,0.09,292.77,22,1,3,18,10,37,21,5,false
29,5,5,3,101,522.15,0.05,20,26.11,10443.25,0.17,580.18,24,1,2,18,18,61,40,9,true
22,1,1,1,93,426.4,0.09,11,38.76,4690.42,0.14,260.57,13,0,7,8,16,49,44,1,false
22,3,1,3,53,246.12,0.07,14.62,16.83,3599.57,0.08,199.98,17,3,0,13,12,26,27,5,false
29,5,3,4,51,252.66,0.1,10.31,24.5,2605.6,0.08,144.76,15,10,4,15,16,29,22,9,false
79,7,1,4,217,1271.18,0.06,16.07,79.11,20425.58,0.42,1134.75,61,2,11,14,44,116,101,13,false
20,1,1,1,60,263.54,0.13,7.88,33.47,2075.37,0.09,115.3,12,0,5,9,12,39,21,1,false
36,7,1,4,105,546.99,0.06,17,32.18,9298.87,0.18,516.6,23,7,3,17,20,70,40,13,false
67,6,6,2,225,1401.48,0.07,15.09,92.85,21155.16,0.47,1175.29,51,3,11,17,58,122,103,11,false
23,3,1,3,57,250.36,0.11,9.09,27.54,2276.02,0.08,126.45,17,1,3,10,11,37,20,5,false
21,4,1,4,62,280.46,0.07,14.3,19.61,4010.59,0.09,222.81,17,0,2,13,10,40,22,7,false
27,5,1,5,66,306.49,0.09,11.54,26.56,3536.48,0.1,196.47,23,0,2,12,13,41,25,9,false
130,2,1,2,404,2616.2,0.06,18.01,145.24,47126.42,0.87,2618.13,107,2,19,14,75,211,193,3,false
36,19,19,10,118,567.27,0.05,21.23,26.72,12044.99,0.19,669.17,23,5,3,13,15,69,49,37,false
7,2,1,2,15,55.51,0.21,4.67,11.89,259.02,0.02,14.39,4,0,1,7,6,7,8,3,false
28,4,4,3,92,432.44,0.04,27.2,15.9,11762.38,0.14,653.47,22,1,3,16,10,58,34,7,false
4,1,1,1,13,46.6,0.22,4.5,10.36,209.72,0.02,11.65,2,0,0,9,3,10,3,1,false
31,4,4,3,97,512.67,0.06,17.1,29.98,8766.9,0.17,487.05,22,1,5,19,20,61,36,7,false
18,2,1,1,33,147.16,0.14,7,21.02,1030.13,0.05,57.23,13,0,2,11,11,19,14,3,false
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
26,8,8,1,69,324.33,0.06,17.05,19.03,5528.36,0.11,307.13,21,1,1,15,11,44,25,15,false
60,14,1,2,124,706.85,0.06,15.92,44.4,11252.67,0.24,625.15,36,5,5,21,31,77,47,16,true
11,3,1,1,24,96,0.16,6.43,14.93,617.14,0.03,34.29,6,0,2,9,7,14,10,5,false
27,6,3,5,140,801.91,0.07,14.9,53.81,11951.03,0.27,663.95,4,16,20,22,31,98,42,11,false
171,18,16,12,466,3039.98,0.03,35.5,85.63,107919.29,1.01,5995.52,117,36,16,23,69,253,213,35,false
72,19,1,17,268,1752.49,0.03,33.19,52.8,58164.69,0.58,3231.37,69,0,3,35,58,158,110,23,false
9,2,1,2,16,55.35,0.24,4.2,13.18,232.47,0.02,12.92,6,0,1,6,5,9,7,3,false
20,3,1,3,27,112.59,0.23,4.4,25.59,495.39,0.04,27.52,10,1,4,8,10,16,11,5,false
60,7,1,7,288,1608.47,0.04,26.19,61.43,42118.91,0.54,2339.94,54,0,4,13,35,147,141,13,false
60,9,3,4,187,1085.98,0.03,30.24,35.91,32842,0.36,1824.56,37,7,11,25,31,112,75,17,true
52,8,1,8,247,1440.72,0.04,23.08,62.43,33247.47,0.48,1847.08,45,0,2,18,39,147,100,15,true
21,9,3,3,62,301.19,0.06,18.05,16.69,5436.57,0.1,302.03,16,0,3,19,10,43,19,17,false
10,2,1,2,21,79.95,0.16,6.3,12.69,503.71,0.03,27.98,8,0,0,9,5,14,7,3,false
7,1,1,1,29,67.34,0.12,8.25,8.16,555.52,0.02,30.86,5,0,0,2,10,8,11,1,false
8,2,1,1,16,53.15,0.21,4.67,11.39,248.04,0.02,13.78,6,0,0,7,3,12,4,3,false
44,7,5,7,80,416.76,0.1,10.23,40.75,4262.28,0.14,236.79,33,3,4,15,22,50,30,13,false
127,23,21,8,323,2081.07,0.03,36.58,56.89,76123.38,0.69,4229.08,88,31,8,30,57,184,139,45,true
38,3,1,3,102,539.11,0.09,11.75,45.88,6334.55,0.18,351.92,27,6,5,13,26,55,47,5,true
60,10,1,10,137,713.7,0.07,14,50.98,9991.73,0.24,555.1,54,1,3,14,23,91,46,19,false
14,4,4,4,36,144,0.12,8.36,17.23,1203.43,0.05,66.86,9,3,0,9,7,23,13,7,false
15,3,1,2,52,249.98,0.09,10.96,22.81,2740.19,0.08,152.23,7,1,5,15,13,33,19,5,false
31,5,5,4,74,363.11,0.07,13.5,26.9,4901.98,0.12,272.33,17,1,9,15,15,47,27,9,false
21,4,1,4,41,180.09,0.12,8.25,21.83,1485.7,0.06,82.54,15,2,2,11,10,26,15,7,true
52,9,4,8,197,1055.44,0.03,28.8,36.65,30396.61,0.35,1688.7,48,0,2,16,25,107,90,17,false
49,4,1,4,137,756.73,0.06,16.19,46.75,12247.78,0.25,680.43,28,3,16,19,27,91,46,7,true
40,7,1,4,188,1020.14,0.03,34.78,29.33,35483.05,0.34,1971.28,34,0,5,20,23,108,80,13,false
14,4,1,2,50,226.18,0.08,13.22,17.11,2990.58,0.08,166.14,12,0,0,14,9,33,17,7,false
19,3,1,3,44,179.85,0.19,5.18,34.71,931.94,0.06,51.77,17,0,0,6,11,25,19,5,false
40,6,1,2,211,1115.22,0.04,24.34,45.82,27145.47,0.37,1508.08,33,5,0,17,22,148,63,7,false
300,8,1,8,822,5885.41,0.03,28.91,203.58,170141.98,1.96,9452.33,170,82,43,22,121,504,318,15,false
30,11,6,6,149,787.52,0.04,24,32.81,18900.6,0.26,1050.03,25,0,3,16,23,80,69,21,false
194,21,7,12,345,2266.6,0.05,21.1,107.44,47815.95,0.76,2656.44,112,44,33,22,73,205,140,41,true
27,6,1,2,64,300.83,0.04,22.4,13.43,6738.55,0.1,374.36,19,5,0,16,10,36,28,11,false
13,3,1,2,33,134.89,0.06,15.6,8.65,2104.23,0.04,116.9,10,0,1,12,5,20,13,5,false
7,3,1,2,19,76,0.15,6.67,11.4,506.67,0.03,28.15,5,0,0,10,6,11,8,5,false
33,6,6,6,82,420.6,0.11,9.45,44.49,3976.59,0.14,220.92,27,2,2,13,22,50,32,11,false
44,8,7,5,111,613.12,0.06,18.06,33.95,11072.86,0.2,615.16,34,2,3,21,25,68,43,15,false
47,6,1,6,149,745,0.06,16.2,45.99,12069,0.25,670.5,41,2,1,12,20,95,54,11,true
12,2,1,2,25,100,0.17,5.79,17.28,578.57,0.03,32.14,9,0,1,9,7,16,9,3,false
55,10,1,6,122,657.86,0.05,19.41,33.89,12771.12,0.22,709.51,37,2,10,19,23,75,47,19,false
11,2,1,2,13,41.21,0.25,4,10.3,164.84,0.01,9.16,8,0,0,6,3,9,4,3,false
62,9,6,4,158,835.09,0.04,22.61,36.94,18880.38,0.28,1048.91,42,11,7,16,23,93,65,17,false
44,4,1,4,131,706.39,0.06,16.32,43.28,11528.34,0.24,640.46,27,0,9,17,25,83,48,7,false
36,2,1,2,171,916.14,0.04,24.18,37.89,22153.96,0.31,1230.78,11,31,34,19,22,115,56,3,false
27,7,1,1,59,280.54,0.15,6.5,43.16,1823.5,0.09,101.31,25,0,0,13,14,45,14,8,false
9,1,1,1,29,118.54,0.16,6.19,19.16,733.44,0.04,40.75,6,0,1,9,8,18,11,1,false
73,7,1,7,167,917.14,0.07,13.81,66.4,12667.99,0.31,703.78,57,3,7,13,32,99,68,13,false
10,1,1,1,20,74.01,0.36,2.81,26.31,208.15,0.02,11.56,5,0,3,5,8,11,9,1,false
21,3,1,2,49,224.66,0.07,14.7,15.28,3302.55,0.07,183.47,15,0,4,14,10,28,21,5,true
33,3,1,2,117,549.95,0.05,18.86,29.16,10370.51,0.18,576.14,27,0,3,12,14,73,44,5,true
25,4,1,3,55,258.51,0.08,12.25,21.1,3166.92,0.09,175.94,19,0,4,14,12,34,21,7,false
12,2,1,1,32,135.93,0.08,11.92,11.41,1619.88,0.05,89.99,7,0,3,13,6,21,11,3,false
18,3,1,2,27,99.91,0.21,4.71,21.19,471.01,0.03,26.17,15,0,1,6,7,16,11,5,false
19,1,1,1,33,147.16,0.21,4.85,30.37,713.17,0.05,39.62,10,9,0,9,13,19,14,1,false
41,2,1,2,241,1472.15,0.06,15.69,93.81,23101.5,0.49,1283.42,0,7,14,17,52,145,96,3,false
67,7,1,7,172,875.04,0.04,27.3,32.04,23888.69,0.29,1327.15,54,0,11,14,20,94,78,9,false
18,3,1,3,47,228.33,0.12,8.13,28.1,1855.14,0.08,103.06,12,1,3,13,16,29,21,5,false
15,2,1,2,42,181.52,0.11,9.17,19.8,1663.94,0.06,92.44,11,0,1,11,9,27,15,3,false
21,3,1,3,58,284.6,0.13,7.53,37.81,2141.99,0.09,119,14,1,4,11,19,32,26,5,false
133,3,1,1,568,3821.46,0.04,22.34,171.1,85352.91,1.27,4741.83,112,2,17,15,91,297,271,5,true
57,7,7,7,189,1025.56,0.03,31.98,32.07,32794.73,0.34,1821.93,36,10,9,21,22,122,67,13,false
84,8,7,5,237,1330.69,0.03,31.13,42.75,41417.61,0.44,2300.98,65,5,11,21,28,156,83,15,false
79,12,4,6,201,1227.81,0.07,13.73,89.42,16858.82,0.41,936.6,14,78,2,17,52,117,84,23,true
30,5,1,1,84,343.35,0.03,38.4,8.94,13184.52,0.11,732.47,22,1,4,12,5,52,32,9,false
9,1,1,1,21,77.71,0.33,3,25.9,233.13,0.03,12.95,6,0,1,6,7,14,7,1,false
7,2,1,2,22,89.92,0.16,6.19,14.53,556.41,0.03,30.91,4,0,1,9,8,11,11,3,false
40,5,3,5,131,723.59,0.04,23.38,30.96,16913.84,0.24,939.66,32,0,5,22,24,80,51,9,true
14,3,3,2,46,218.72,0.07,13.82,15.83,3022.38,0.07,167.91,3,4,12,16,11,27,19,5,false
3,1,1,1,9,23.26,0.5,2,11.63,46.53,0.01,2.58,1,0,0,3,3,5,4,1,false
55,4,1,3,128,676.53,0.06,16,42.28,10824.5,0.23,601.36,22,12,19,13,26,64,64,7,false
32,5,3,2,82,420.6,0.07,14.32,29.38,6021.24,0.14,334.51,24,1,5,16,19,48,34,9,false
22,3,1,2,62,294.8,0.07,13.46,21.9,3968.5,0.1,220.47,14,2,3,14,13,37,25,5,false
238,5,1,5,799,5489.42,0.04,28.11,195.27,154319.96,1.83,8573.33,134,61,38,19,98,509,290,9,false
26,4,1,3,131,715.19,0.07,14.8,48.34,10582.1,0.24,587.89,19,0,5,17,27,84,47,7,false
18,1,1,1,61,272.03,0.08,12,22.67,3264.3,0.09,181.35,11,1,3,12,10,41,20,1,false
22,3,1,2,50,232.19,0.11,9.23,25.15,2143.32,0.08,119.07,15,1,4,12,13,30,20,5,false
11,1,1,1,27,102.8,0.2,5,20.56,513.99,0.03,28.56,7,0,1,7,7,17,10,1,false
32,3,1,3,75,378.33,0.15,6.56,57.65,2482.79,0.13,137.93,25,0,5,9,24,40,35,5,false
14,3,1,3,26,93.21,0.18,5.5,16.95,512.65,0.03,28.48,10,0,2,6,6,15,11,5,false
49,2,1,2,74,366.61,0.11,9.08,40.4,3326.99,0.12,184.83,22,13,12,11,20,41,33,3,false
23,3,1,3,139,600.75,0.04,22.67,26.5,13616.95,0.2,756.5,21,0,0,8,12,71,68,5,false
99,13,4,12,336,2073.09,0.03,29.62,70,61395.5,0.69,3410.86,76,4,17,20,52,182,154,25,false
54,9,6,4,176,1008.11,0.03,29.13,34.6,29369.72,0.34,1631.65,47,2,3,23,30,100,76,17,false
13,1,1,1,39,173.92,0.19,5.19,33.5,903.03,0.06,50.17,8,0,3,9,13,24,15,1,false
127,28,15,16,581,3733.66,0.02,61.55,60.66,229809.93,1.24,12767.22,119,2,4,27,59,312,269,55,true
26,6,3,5,79,383.78,0.08,13,29.52,4989.15,0.13,277.17,13,9,2,13,16,47,32,11,false
14,2,1,1,56,260.06,0.14,7.07,36.78,1838.97,0.09,102.16,0,0,0,11,14,38,18,3,false
30,2,1,2,66,317.29,0.07,14.42,22,4576.23,0.11,254.24,15,6,3,15,13,41,25,3,false
20,2,1,2,31,143.96,0.13,7.64,18.85,1099.33,0.05,61.07,14,0,3,14,11,19,12,3,false
12,2,1,2,18,64.53,0.25,4,16.12,258.12,0.02,14.34,9,0,1,6,6,10,8,3,true
23,5,1,5,80,396.34,0.05,21.25,18.65,8422.13,0.13,467.9,20,0,1,17,14,45,35,9,false
32,3,1,3,101,530.04,0.09,10.79,49.12,5720.02,0.18,317.78,17,2,5,14,24,64,37,5,false
64,5,1,5,189,1005.84,0.06,15.64,64.3,15734.28,0.34,874.13,50,0,7,12,28,116,73,9,false
62,6,3,5,184,1022.04,0.06,16.88,60.57,17247,0.34,958.17,55,1,4,15,32,112,72,11,false
30,11,6,5,136,686.04,0.03,31.89,21.51,21879.7,0.23,1215.54,25,0,3,19,14,89,47,21,false
14,1,1,1,117,513.9,0.09,11.2,45.88,5755.69,0.17,319.76,10,0,2,6,15,61,56,1,false
22,4,1,2,48,230.75,0.07,14.67,15.73,3384.38,0.08,188.02,19,0,3,16,12,26,22,7,false
75,13,6,8,205,1105.43,0.03,29.24,37.81,32322.63,0.37,1795.7,50,12,11,17,25,119,86,25,true
52,3,1,3,154,819.58,0.06,16.69,49.1,13680.63,0.27,760.04,31,5,14,14,26,92,62,5,false
34,1,1,1,110,559.62,0.1,9.8,57.08,5486.72,0.19,304.82,15,9,7,11,23,69,41,1,false
61,11,3,10,258,1408.53,0.03,30.83,45.68,43429.78,0.47,2412.77,49,0,9,20,24,184,74,21,false
38,5,1,5,61,307.71,0.07,15,20.51,4615.62,0.1,256.42,19,0,17,18,15,36,25,7,true
20,10,6,7,77,338.21,0.05,22,15.37,7440.59,0.11,413.37,8,5,3,12,9,44,33,19,true
59,16,13,5,164,900.66,0.03,29.2,30.84,26299.39,0.3,1461.08,46,2,9,20,25,91,73,31,false
10,2,1,1,45,206.32,0.1,9.8,21.05,2021.97,0.07,112.33,5,4,6,14,10,31,14,3,false
5,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1,false
17,3,1,3,52,244.42,0.11,9.33,26.19,2281.28,0.08,126.74,11,0,4,14,12,36,16,5,false
24,4,1,3,55,261.51,0.06,17.45,14.98,4564.69,0.09,253.59,19,0,3,16,11,31,24,7,true
51,8,4,6,127,623.18,0.03,32.25,19.32,20097.4,0.21,1116.52,39,5,4,18,12,84,43,15,false
31,3,1,3,105,534.18,0.09,11.76,45.42,6283.02,0.18,349.06,18,4,6,13,21,67,38,5,true
65,12,3,3,158,862.59,0.03,30.12,28.64,25980.4,0.29,1443.36,54,3,4,23,21,106,55,18,false
7,1,1,1,29,118.54,0.2,5.06,23.41,600.09,0.04,33.34,4,0,1,9,8,20,9,1,false
6,1,1,1,13,43.19,0.27,3.75,11.52,161.94,0.01,9,0,0,1,6,4,8,5,1,false
34,9,9,7,110,539.76,0.06,17,31.75,9175.89,0.18,509.77,20,5,4,15,15,76,34,17,true
48,6,4,1,174,961.1,0.03,39.5,24.33,37963.44,0.32,2109.08,42,1,3,23,23,96,79,11,false
15,2,1,2,50,237.74,0.09,10.77,22.08,2560.32,0.08,142.24,12,0,1,14,13,30,20,3,false
20,5,3,2,43,206.72,0.08,13.14,15.74,2715.5,0.07,150.86,12,4,2,17,11,26,17,9,false
19,2,1,2,36,155.59,0.14,7.33,21.22,1140.99,0.05,63.39,10,2,5,11,9,24,12,3,true
21,3,3,2,42,187.3,0.07,15,12.49,2809.44,0.06,156.08,16,0,3,15,7,28,14,5,false
16,1,1,1,50,216.1,0.13,7.77,27.8,1679.66,0.07,93.31,8,1,4,9,11,31,19,1,true
44,6,3,5,122,644.82,0.06,15.65,41.2,10092.82,0.21,560.71,40,0,2,16,23,77,45,11,false
14,1,1,1,32,138.3,0.15,6.5,21.28,898.96,0.05,49.94,6,0,5,10,10,19,13,1,false
16,3,1,2,37,165,0.17,5.83,28.29,962.49,0.05,53.47,14,0,0,10,12,23,14,4,false
75,10,8,3,210,1230.18,0.03,38.59,31.88,47477.11,0.41,2637.62,47,16,10,26,32,115,95,19,false
39,4,1,2,83,429.1,0.05,19,22.58,8152.97,0.14,452.94,29,1,7,19,17,49,34,7,false
17,4,3,2,27,110.36,0.09,11,10.03,1213.98,0.04,67.44,11,0,4,11,6,15,12,7,false
35,2,1,2,106,552.2,0.09,11.28,48.95,6228.84,0.18,346.05,27,0,6,12,25,59,47,3,false
7,2,1,2,13,44.97,0.33,3,14.99,134.92,0.01,7.5,5,0,0,6,5,8,5,3,true
7,2,1,1,14,48.43,0.29,3.5,13.84,169.51,0.02,9.42,5,0,0,7,4,10,4,3,false
80,18,15,13,195,1127.37,0.04,26,43.36,29311.49,0.38,1628.42,62,6,10,22,33,117,78,33,false
44,5,3,3,142,770.53,0.04,26.25,29.35,20226.4,0.26,1123.69,31,0,11,21,22,87,55,9,true
7,2,1,1,14,48.43,0.28,3.6,13.45,174.36,0.02,9.69,5,0,0,6,5,8,6,3,true
44,8,5,4,101,485.54,0.03,30.91,15.71,15007.69,0.16,833.76,34,3,4,17,11,61,40,15,false
60,7,1,7,189,1055.56,0.05,18.25,57.84,19263.93,0.35,1070.22,51,3,2,16,32,116,73,13,false
19,2,1,2,34,155.89,0.12,8.4,18.56,1309.47,0.05,72.75,14,0,2,14,10,22,12,3,false
97,12,1,12,339,1968.69,0.04,24.19,81.4,47614.91,0.66,2645.27,65,8,19,13,43,179,160,23,false
5,1,1,1,14,53.3,0.22,4.5,11.85,239.86,0.02,13.33,3,0,1,9,5,9,5,1,false
13,5,5,1,36,150.12,0.05,18.2,8.25,2732.13,0.05,151.79,10,0,1,13,5,22,14,9,false
39,8,3,5,119,645.73,0.05,20.87,30.94,13476.01,0.22,748.67,30,1,6,20,23,71,48,15,true
15,2,1,2,46,208.08,0.12,8.08,25.76,1680.68,0.07,93.37,10,0,3,10,13,25,21,3,false
41,14,12,7,113,559.82,0.05,20.59,27.19,11525.79,0.19,640.32,36,0,3,14,17,63,50,27,false
33,7,1,5,111,613.12,0.05,19.23,31.88,11790.68,0.2,655.04,30,0,1,20,26,61,50,13,true
1280,207,58,171,3848,33034.94,0,269.46,122.6,8901671.32,11.01,494537.33,1124,40,105,105,279,2416,1432,344,true
19,2,1,1,31,126.71,0.13,7.86,16.12,995.59,0.04,55.31,11,0,5,10,7,20,11,3,false
83,22,9,22,204,1282.22,0.04,27.04,47.41,34674.56,0.43,1926.36,71,2,7,31,47,122,82,34,true
6,1,1,1,9,25.27,0.67,1.5,16.84,37.9,0.01,2.11,2,1,0,3,4,5,4,1,false
15,2,1,1,38,166.91,0.17,6,27.82,1001.45,0.06,55.64,10,0,3,9,12,22,16,3,false
9,4,1,3,22,88,0.17,5.79,15.21,509.14,0.03,28.29,6,0,1,9,7,13,9,7,false
23,2,1,1,42,178.41,0.08,12.86,13.88,2293.88,0.06,127.44,16,0,3,12,7,27,15,3,false
30,5,3,2,142,793.06,0.06,15.68,50.57,12436.7,0.26,690.93,25,0,3,15,33,73,69,9,false
118,23,1,16,314,1869.62,0.02,49.41,37.84,92381.11,0.62,5132.28,93,0,23,28,34,194,120,38,true
9,2,1,1,18,66.61,0.15,6.75,9.87,449.6,0.02,24.98,6,0,0,9,4,12,6,3,false
5,1,1,1,9,27,0.5,2,13.5,54,0.01,3,3,0,0,4,4,5,4,1,false
5,1,1,1,8,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3,0,0,3,3,5,3,1,false
21,2,1,2,36,152.93,0.12,8.57,17.84,1310.79,0.05,72.82,16,0,3,12,7,26,10,3,false
13,3,3,2,21,77.71,0.21,4.8,16.19,373,0.03,20.72,10,0,1,8,5,15,6,5,false
75,13,4,5,217,1242.96,0.03,29.86,41.63,37113.97,0.41,2061.88,59,0,4,21,32,126,91,25,true
